ASIN,Title,Brand,Fulfillment,Category,Subcategory,Price,Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Sales Year Over Year (%),Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images
B000Q39MJG,Beautiful by Estee Lauder for Women Shower Gel 6.7 OZ/200 ml,Estee Lauder,FBA,Beauty & Personal Care,Body Washes,69.99,0,0.0,0.0,78.0,4.7,L'orella Beauty,1,-71.0,13.19625,45.9,04/01/2021,142,1.0
B00004TG5F,Richard Scarry's Best Christmas Ever 2000,Pearson Software,-,Software,Art & Creativity,36.0,0,0.0,0.0,1.0,5.0,,1,,,,10/01/2021,144,1.0
B00005RD6I,A+ Spanish,Transparent Language,FBM,Software,Languages,36.0,0,0.0,0.0,7.0,3.0,Trendy Farmhouse,1,,,,09/01/2022,144,1.0
B01I6RIXS4,FairyGlo Platinum Gel Nail Polish UV LED Soak Off Shimmer Color Manicure Pedicure Varnish Lacquer Pro Nail Art Set DIY Latest Style 10ml 58002,FairyGlo,FBA,Beauty & Personal Care,Nail Polish,6.99,0,0.0,0.0,169.0,4.1,Attractive Nails - FairyGlo,1,-98.0,5.769166666666664,20.06666666666666,07/01/2021,72,7.0
B09MK96M2D,Karma Organic Nail Polish Remover & Nail Polish Bundle – Lavender Nail Polish Remover (4FL-Oz) With Triple 5 Base Coat & Deep Nutrition Nails Strengthener (.43FL-Oz),karma organic,FBA,Beauty & Personal Care,Nail Polish Remover,32.35,0,0.0,0.0,,,karma organic,1,,,,08/01/2022,16,6.0
B0014ZLGJE,Adventure Workshop Preschool-1st Grade 9th Edition,Encore,FBM,Software,Children's,8.77,0,0.0,0.0,5.0,3.0,chanlee3002,1,,,,07/01/2022,141,1.0
B0998Y1C31,Cabilock Hand Rake Cultivator Steel Claws Hand Rake Soil Tiller Non- Slip Small Hand Rake Steel Clamming Claws Shell Clam Digger Garden Tool,Cabilock,FBM,"Patio, Lawn & Garden",Rakes,14.29,0,0.0,0.0,,,BESTOMZ,1,,,,-,18,9.0
B003X6XYW4,Electrical Fundamentals for Water and Wastewater,,FBM,Books,,129.46,0,0.0,0.0,2.0,5.0,DaisyGraceAcademy,1,175.0,,,08/01/2022,64,1.0
B09CT3KZ14,"weideer Solar Connectors Y Branch 1 to 2 Parallel Extension Cables Adaptor Solar Panel Connectors Solar Cable Wire Plug Kit (M/FF, F/MM) K-V005-Y3",weideer,FBA,"Patio, Lawn & Garden",Solar & Wind Power Parts & Accessories,6.99,0,0.0,0.0,3.0,5.0,HenGu,1,,7.456338731574823,25.93509124026026,04/01/2022,17,5.0
B013GPPGWW,Copper Pro for Mac [Download],NCH Software,FBM,Software,Office Suites,49.99,0,0.0,0.0,0.0,,Amazon.com Services LLC,1,,,,-,79,1.0
B09CTT4M3V,"ESSORT Patio Furniture Covers and ESSORT Outdoor Ping Pong Table Cover, Fits for Outdoor Furniture",ESSORT,FBA,"Patio, Lawn & Garden",Furniture Set Covers,69.99,0,0.0,0.0,,,Flyhouse,1,,,,12/01/2021,19,8.0
B00CICHW8G,"Mastering Microsoft Office 2013 through 2010 -CPE Ed. - 42 Hours of Video Training Tutorials for Excel, Word, PowerPoint, Outlook, Access, OneNote and Publisher DVD-ROM Course",TeachUcomp,FBM,Software,Training,24.97,0,0.0,0.0,8.0,3.8,"TeachUcomp, Inc.",1,,,,-,79,8.0
B000UYCY5K,Fires in the Mirror,,FBA,Books,United States,58.92,0,0.0,0.0,93.0,4.7,Shockcorridor,2,300.0,26.59563698002791,92.50656340879272,03/01/2021,84,1.0
B071NHQHY4,Sephora Formula X Full Strength Nail Treatment Statuesque,SEPHORA,FBM,Beauty & Personal Care,Nail Thickening Solution,8.0,0,300.0,0.0,6.0,3.7,panda products,1,,,,01/01/2023,69,1.0
1564146014,Practical Pagan: Commonsense Guidelines for Modern Practitioners,"Career Press, Inc.",FBM,Books,Comparative Religion,50.93,0,0.0,0.0,23.0,3.6,Exquisite-Books,1,33.0,,,09/01/2022,144,1.0
B09B1CN6NN,"Midlee Mini 1.5"" Squeaky Dog Tennis Balls- Pink- Set of 6",Midlee,FBA,Pet Supplies,Balls,14.99,0,-79.0,0.0,18.0,5.0,Net Pet Shops,1,,31.62109319444444,109.98641111111108,07/01/2022,19,9.0
B0BM2ZX28Z,PrintBoss Select Check Printing Software for QuickBooks Desktop,Generic,FBM,Software,Check Printing,175.0,0,0.0,0.0,1.0,5.0,PrintBoss,1,,,,12/01/2022,4,2.0
B001JB186E,"High Concept Screenwriting CD: ""How to Create, Pitch & Sell to Hollywood""",,-,Software,Education & Reference,56.99,0,0.0,0.0,1.0,5.0,,1,,,,-,66,1.0
B09PV2KX8M,"HIZTUR Type I Pool Filter Cartridge,Cartridge for Intex 300/330 GPH Above Ground Pool Pump, 3.1 x 3.5 Inch (8 PCS)",HIZTUR,FBA,"Patio, Lawn & Garden",Cartridge Pool Filters,28.85,0,0.0,0.0,4.0,5.0,ngōgī USA,1,,106.23031170602994,369.49673636879976,06/01/2022,12,5.0
B08R9K3L39,Blood Sugar Log Book: Two Years Daily Blood Sugar Record 4 Time per Day for Diabetes Type 2,,Amazon,Books,General,6.99,0,0.0,0.0,1.0,5.0,Amazon,2,,,,03/01/2021,26,2.0
B00TSRG8L6,Learning Regular Expressions - Training DVD,Infiniteskills,FBA,Software,Training & Tutorials,19.98,0,0.0,0.0,0.0,,O'Reilly Video Training,2,,8.907839337988237,30.983789001698216,11/01/2022,79,1.0
B08TCYWKDZ,Wolf Coloring Book for Women: Stress Relieving Coloring Book Wolf 50 One Sided Wolves Designs Coloring Book Wolves 100 Page Designs for Stress Relief ... Adults Men & Women Adult Coloring Book Gift,,Amazon,Books,,12.48,0,0.0,0.0,,,Amazon,2,,,,03/01/2021,26,2.0
8498727847,Cuando el corazón perdona (Serie Un baile en Almack’s 3): Premio Vergara - El Rincón de la Novela Romántica (Spanish Edition),B de Bolsillo (Ediciones B),FBM,Books,Regency,18.33,0,0.0,0.0,478.0,4.2,Book Depository US,7,,,,03/01/2021,111,1.0
B013EQS83C,Building Microservices with Clojure - Training DVD,Infiniteskills,FBA,Software,Training & Tutorials,13.97,0,0.0,0.0,0.0,,O'Reilly Video Training,2,,,,-,86,1.0
B000066G93,The Print Shop Essentials 15,Riverdeep,-,Software,Document Management,50.0,0,0.0,0.0,6.0,4.0,,1,,,,-,144,1.0
B088VYR31G,"Botanical Ephemera Scrapbook Paper: Scrapbook Paper ,Vintage Ephemera 20 sheets ready to cut for DIY cards, junk journals ,scrapbooking and other paper crafts",,Amazon,Books,Patchwork,8.99,0,0.0,0.0,3.0,2.6,Amazon,2,,,,03/01/2021,34,2.0
B000EP60X2,The Master Genealogist version 5.x,Wholly Genes Software,FBA,Software,Family & Genealogy,24.95,0,0.0,0.0,3.0,2.0,The Duke of Books,3,,22.1375,76.99999999999999,-,144,2.0
B09GN5PKG6,"Floral Dog Collar with Bow Tie, Cotton Dog Collar Bow, Pet Collars for Small Large Dogs and Cats Adjustable (S 10-14in, Navy Floral)",YIZAO,FBA,Pet Supplies,Basic Collars,8.99,0,0.0,0.0,,,Lxisf,1,,5.629097134178504,19.5794682927948,-,16,4.0
B0002XQWZC,Learn Spanish Now! Win/Mac,Transparent Language,FBM,Software,Languages,29.49,0,0.0,0.0,2.0,2.6,awesomebooksusa,1,,,,-,98,1.0
0786830387,Meet Me in the Magic Kingdom,,FBM,Books,Literature & Fiction,27.47,0,0.0,0.0,12.0,4.1,ENSATECH,1,-38.0,,,03/01/2022,77,1.0
B00004NHLF,Japanese Now! 8.0,Transparent Language,-,Software,Languages,29.99,0,0.0,0.0,2.0,2.0,,1,,,,-,144,4.0
1937644030,LiveCell,Tilbury House Publishers,Amazon,Books,Thrillers & Suspense,44.83,0,0.0,0.0,57.0,4.6,Amazon,1,100.0,,,09/01/2022,75,2.0
B00BXE0LG0,"Hoohobbers Messenger Diaper Bag, Pink Medallion",Hoohobbers,Amazon,Baby Products,Totes,70.09,0,0.0,0.0,5.0,3.5,Amazon,2,,,,12/01/2022,65,1.0
B001VGZLQ0,Corel Digital Studio 2010 [OLD VERSION],Corel,FBM,Software,Photography,41.01,0,0.0,0.0,56.0,3.1,EmpireTees com,1,,,,-,144,4.0
B08R7C2KXF,"My Herbarium The Complete Medicinal Herbal: Notebook For Nature And Herb-Lovers, Botanical Herbarium For Flowers, Plants And Leaves Collection, Ideal ... For The Perfect Content 120 Pages 8,5*11 In",,Amazon,Books,Nature & Ecology,5.99,0,0.0,0.0,1.0,3.0,Amazon,2,,,,02/01/2022,27,2.0
0758234279,Midnight's Master,Kensington Publishing,FBM,Books,Romantic Suspense,26.61,0,0.0,0.0,109.0,4.7,YourOnlineBookstore,1,0.0,,,03/01/2021,94,2.0
B00H4L0OFE,Pinnacle Studio 17 Plus,,-,Software,Video Editing,79.98,0,0.0,0.0,,,,1,,,,08/01/2022,89,1.0
B005EII7IA,"L'Oréal Paris Colour Riche Nail, Spice Things Up, 0.39 fl. oz.",L'Oréal Paris,FBM,Beauty & Personal Care,Nail Polish,12.99,0,0.0,0.0,57.0,4.5,LabelsForLess,1,-94.0,,,06/01/2021,135,2.0
B007WLUNO8,How to Start a Soil Testing Company Plus Business Plan,HowToStartABusinessDB,FBM,Software,Business Planning,29.95,0,0.0,0.0,,,BizPlanDB,1,,,,-,79,5.0
1594621470,The Hidden Power (1922),Book Jungle,FBM,Books,Success,19.76,0,0.0,0.0,150.0,4.6,SuperBookDeals-,7,,,,03/01/2021,143,3.0
B0BFHKM482,Watercolor Horse Laundry Hamper Personalized with Name Canvas Waterproof Storage Bin with Handle for Kids Nursery Hamper Gift Baskets Home Organizer,BigBigift,FBM,Baby Products,Gift Sets,16.99,0,0.0,0.0,,,MakeUniqueCT,1,,,,11/01/2022,4,5.0
9290360801,Development Safety Update Report (DSUR) Harmonizing the Format and Content for Periodic Safety Report during Clinical Trials: Report of CIOMS Working Group VII (A CIOMS Publication),Brand: World Health Organization,Amazon,Books,Pharmacy,42.0,0,0.0,0.0,1.0,5.0,Amazon,2,,,,03/01/2021,141,1.0
B000C1L4PC,The Ultimate Professional Trader Plus CD Library,Online Trading Academy,-,Software,Education & Reference,195.0,0,0.0,0.0,1.0,5.0,,1,,,,11/01/2022,143,3.0
B005WMV3J8,Marketing Plan Template for Home Health Care Nurse Service Chiropractor Business MS Word/Excel,BizPlans4u,-,Software,Business Planning,14.97,0,0.0,0.0,,,,1,,,,-,82,4.0
B00EN35ZFK,Software Video Learn Lightwave 8 Training DVD Sale 60% Off training video tutorials DVD- Over 7 Hours of Video Training,,-,Software,Training,18.98,0,0.0,0.0,0.0,,,1,,,,10/01/2021,79,1.0
B002CVTL1O,"Dream On Me Double Twin Stroller, Red",Dream On Me,Amazon,Baby Products,Lightweight,81.69,0,0.0,0.0,1960.0,4.3,Amazon,1,-46.0,,,04/01/2022,139,4.0
B09K4G1SCP,Bobbi Boss Lace Wig Unprocessed Virgin Remy Human Hair Wet & Wavy HD BNLFWW32 32In (NATURAL),Bobbi Boss Lace Wig,FBA,Beauty & Personal Care,Wigs,299.99,0,0.0,0.0,,,BEAUTYAXIS,1,,47.91666666666666,166.66666666666666,10/01/2022,16,3.0
B07HNV71KT,Colorful Glitter Shine Cosmetic Pouch Waterproof Zipper Handbag Carry Case Organizer Travel Case (gold),KisSealed,FBA,Beauty & Personal Care,Cosmetic Cases,13.56,0,-33.0,0.0,15.0,3.8,Md trade,1,-97.0,31.64943031249999,110.08497499999996,12/01/2021,54,4.0
8417516190,La última Torre (Serie Diamante Rojo) (Spanish Edition),FicSean,FBM,Books,Contemporary,33.74,0,0.0,0.0,411.0,4.5,Stars and Stripes Bookstore - Always here for you,1,100.0,,,10/01/2022,42,2.0
B07L3SL5XY,"Dogs Kingdom Flower Dog Collar Soft Dogs Collar with Gold Buckle for Small Medium Dogs Black M:12-15"" Neck",Dogs Kingdom,FBA,Pet Supplies,Basic Collars,6.69,0,-100.0,0.0,55.0,4.1,Dogs Kingdom,1,16.0,15.770156417281012,54.85271797315135,05/01/2021,639,1.0
B08FDWH179,Ofanyia 8Pcs Nail Art Brush Gradient Color French Moon Shading Nail Art Painting Drawing Pen Tips Acrylic Gel UV Polish Manicure Tools,Ofanyia,FBM,Beauty & Personal Care,Nail Art Brushes,10.99,0,0.0,0.0,3.0,4.5,Hanyia,1,-50.0,,,04/01/2021,31,7.0
B07CVXJWM8,Glenn Perri Unpredictable Babe Women EDP Spray 3.4 oz,Glenn Perri,FBM,Beauty & Personal Care,Eau de Parfum,68.98,0,0.0,0.0,50.0,4.3,Luxury Brand Perfume,1,-29.0,,,03/01/2021,59,3.0
B0B5WJ6TPT,"Halloween Hanging Grim Reaper with Light-up Eyes, 49'' Halloween Hauted House Hanging Ghost Decoration, Halloween Outdoor Indoor Skeleton Flying Ghost Decor (Purple)",Gnomdcer,FBA,"Patio, Lawn & Garden",Lighted Holiday Displays,28.99,0,-100.0,0.0,15.0,3.7,Gnomdcer,1,,243.88641291666667,848.3005666666668,10/01/2022,8,7.0
B08L7QQ8VZ,Shadowquest 2: Hall of the Mountain King,Independently Published,Amazon,Books,Epic,10.95,0,0.0,0.0,,,Amazon,3,,,,-,22,2.0
B0BFNLTXXQ,"Nylon Dog Leash, Training Dog Leash, Basic Walking Dog Leash for Small and Medium Dogs",Toby and Charley,FBA,Pet Supplies,Basic Leashes,6.99,0,,0.0,1.0,4.0,Sabae,1,,12.559398478377222,43.68486427261642,-,639,5.0
1335567119,A Dream of Family,,Amazon,Books,Contemporary,26.1,0,0.0,0.0,105.0,4.7,Amazon,1,,,,10/01/2022,23,1.0
B0BJH1R4H2,"Leashboss Martingale Patterned Reflective Collar and 6 Ft Double Handle Leash with Padded Handles, Medium-Large 16-19"" Neck, Blue Wave Pattern",Leash Boss,FBA,Pet Supplies,Basic Leashes,29.99,0,0.0,0.0,,,Leashboss,1,,,,11/01/2022,5,9.0
0446548480,Foxy: My Life in Three Acts,Grand Central Publishing,FBM,Books,Actors & Actresses,11.0,0,0.0,0.0,313.0,4.6,BookResourceUS,1,,,,10/01/2022,141,2.0
B08MBCH6RF,Jamaican Mango & Lime Jamaican Mango/Lime No More Itch Me (Pack of 4),Jamaican Mango & Lime,FBM,Beauty & Personal Care,Hair Care,32.76,0,0.0,0.0,,,BoxBeauty,1,,,,-,24,1.0
B007YXWOTQ,NIV APPLICATION COMMENTARY HB,,FBM,Books,,43.65,0,0.0,0.0,1.0,5.0,GrandEagleRetail,1,,,,03/01/2021,61,1.0
186064239X,The Orientalist Poster,Brand: I. B. Tauris,-,Books,Advertising,76.23,0,0.0,0.0,2.0,5.0,,1,0.0,,,07/01/2022,76,1.0
B0BDKC7TZF,Xnuoyo 2 Pack Bird Toys with Bells Bird Bells Toy with Sweet Sound for Pet Parrot Large Birds Colorful Chewable Beads Toys Suitable for Budgie Parakeet Cockatoos Parrot Cockatoos Parrot Grey Macaws,Xnuoyo,FBA,Pet Supplies,Toys,11.99,0,-150.0,0.0,1.0,1.0,CP Professional Store,1,,0.3993055555555555,1.3888888888888888,12/01/2022,5,7.0
1095794930,As The Twig Is Bent,Independently Published,Amazon,Books,Action & Adventure,14.99,0,0.0,0.0,8.0,4.7,Amazon,7,,,,01/01/2023,44,2.0
B09MFNFRF7,"Reddhoon 10 Pieces Eyebrow Brush, Premium Quality Angled Eye Brow Brush Eyelash Brush and Spoolie Brush for Eye Makeup",Reddhoon,FBM,Beauty & Personal Care,Brow Brushes,2.99,0,0.0,0.0,1.0,1.0,RedDhong,1,,,,06/01/2022,15,8.0
B097CYQSH5,"Konsait Snake Temporary Tattoo, 6 Sheets Arms Fake Temporary Tattoos for Women Men Adults, Tribal Serpent Mamba Black Roses Spider Web Sword Sexy Tattoo Stickers for Party Favors Body Art Decoration",Konsait,FBA,Beauty & Personal Care,Temporary Tattoos,7.99,0,0.0,0.0,23.0,4.5,Konsait,1,,2.036458333333333,7.083333333333334,10/01/2021,21,8.0
B07VGZLNT2,20 Pieces Cotton Hair Ties Seamless Elastic Hair Bands Thick Ponytail Band 1.8inch in Diameter Hair Accessories for Women and Girls (Multicolored),Belgant,FBM,Beauty & Personal Care,Elastics & Ties,13.28,0,0.0,0.0,13.0,4.9,LiMi-ngYu,1,1040.0,,,09/01/2022,44,7.0
B003XXCWB6,"TrueLumen 3-Way Splitter Cable for TrueLumen LED Strips, Lunar Lights and TrueLumen Pro LED Strips",TrueLumen LED,FBM,Pet Supplies,Aquarium Lights,13.0,0,0.0,0.0,67.0,4.4,Bilimall,1,-80.0,,,03/01/2021,144,1.0
B01LTHZ7HI,"REN Seriously Good Kit, 1.85 Ounce",REN Clean Skincare,Amazon,Beauty & Personal Care,Sets & Kits,28.88,0,0.0,0.0,14.0,3.3,Amazon,1,,,,05/01/2022,13,1.0
B09K7P9XF9,"Cat Litter Mat, Mat Litter Trapper Litter Box Mat with Non-Slip and Waterproof Backing Scatter Control Litter Trapping Mat Soft on Kitty Paws Easy Clean Cat Mat Traps Litter from Box Durable (25.6inx19.3in, Pink)",NewL,FBM,Pet Supplies,Litter Mats,19.99,0,0.0,0.0,3.0,4.6,NewL-US,1,,,,01/01/2022,17,6.0
2344028811,Ranma 1/2 - Édition originale - Tome 05,GLENAT,FBM,Books,Graphic Novels,22.03,0,0.0,0.0,115.0,4.8,Amazon Global Store UK,11,,,,-,40,1.0
B0004FLUKK,"LitterMaid Odor Absorbing Litter Box Carbon Filters, 12 Pack, White",LitterMaid,Amazon,Pet Supplies,Litter,25.0,0,-112.0,0.0,3623.0,4.5,Amazon,1,-59.0,,,10/01/2021,98,5.0
B00DXPEM3U,Secure Fit Claw Clips 2 Pc. (Pack of 2),GOODY,FBM,Beauty & Personal Care,Clips,14.99,0,0.0,0.0,1.0,4.0,Major Saver,1,,,,03/01/2021,32,1.0
B08GCMQKJ6,"SPDD Cute Little Mermaid Ornament,Creative Craft Aquarium Decoration Fish Tank Desk Decoration Accessories DIY Home Mermaid Fish Tank Ornaments(1,Yellow)",SPDD,FBM,Pet Supplies,Ornaments,7.84,0,0.0,0.0,7.0,4.0,yulidezhinen,1,,,,-,31,7.0
B0BKJSD6K4,Double Bowl Bird Feeder Cage Dual Water Drink Eating Device Parrot Pigeon Trough Comfortable and Environmentally,Generic,FBM,Pet Supplies,Feeders,1.99,0,0.0,0.0,,,jiangping202102,1,,,,-,639,3.0
B08WRZ4XYZ,Professional Adult Cotton Beekeeping Suit Giving Great Protection (3XLarge),AGS,FBA,"Patio, Lawn & Garden",Beekeeping Supplies,50.0,0,0.0,0.0,,,bkexpoUSA,1,,162.04134825155285,563.6220808749664,04/01/2022,21,9.0
B07H3ZZHCK,O HUI Prime Advancer Ampoule Cream,O Hui,Amazon,Beauty & Personal Care,Face Moisturizers,180.0,0,-150.0,0.0,2.0,5.0,Amazon,2,,,,11/01/2022,32,8.0
B09N3TBBF1,Karma Organic Nail Polish Remover & Nail Polish Remover Wipes Bundle – Natural Rose Oil Nail Polish Remover (4FL-Oz) Rose Nail Polish Remover Wipes (Pack of 10),karma organic,FBA,Beauty & Personal Care,Nail Polish Remover,21.55,0,0.0,0.0,1.0,5.0,karma organic,1,,,,10/01/2022,16,9.0
1464811342,Agriculture in Africa: Telling Myths from Facts (Directions in Development),World Bank Publications,Amazon,Books,Economics,35.0,0,0.0,0.0,,,Amazon,16,,,,-,68,2.0
B09NCFG2J7,In The Pocket Premium Handmade Goats Milk Soap - Minty Lavender 5oz Bar,In The Pocket,FBM,Beauty & Personal Care,Soaps,3.5,0,-100.0,0.0,,,In The Pocket Gifts,1,,,,01/01/2023,14,1.0
B0BG7GR6NR,"RRQKMBO Short Dog Gate,Small Expandable Dog Gates for Doorways 22""-39.37"",Pressure Gates for Dogs Indoor,Step Over Short Pet Gate,Puppy Gate for Doorways,Stairs(14.17''H,White).",RRQKMBO,FBA,Pet Supplies,Doors,36.99,0,-129.0,0.0,3.0,3.0,RRQKMBODirect,1,,90.73166666666664,226.82916666666665,11/01/2022,5,6.0
B09JJ7L8KH,Spooky Fall - Horror Halloween Coloring Book for Adults: Creepy Mystery Hocus Pocus for Women Man and Senior to Relaxation | Pumpkin Witches and Ghost | Large Print | Autumn Edition |,,Amazon,Books,Reference,5.49,0,0.0,0.0,,,Amazon,2,,,,04/01/2022,18,2.0
B0B7KKK5RC,Whole ELK Antler for Dogs | 100% Organic & Cruelty Free Antler Dog Chew | Long Lasting Dog Treat Puppy Toy | Natural Bone Odor Free Rawhide Substitute by Hearty Chews - Small ( ~4 inches),HEARTY CHEWS,FBA,Pet Supplies,Bones,11.5,0,-100.0,0.0,1.0,5.0,HEARTY CHEWS,1,,,,11/01/2022,7,8.0
B07C69VD8C,WatchGuard Firebox T55-W 1YR Basic Security Suite Renewal/Upgrade (WGT56331),WatchGuard,FBM,Software,Security,920.88,0,0.0,0.0,,,SerenIT,1,,,,03/01/2022,56,3.0
B0BDKVRXX8,"Xnuoyo 5 PCS Bird Food Holder Bird Feeders, Stainless Steel Parrot Fruit Vegetable Stick Holder Foraging Hanging Food Feed Treating Tool Foraging Toy for Parrots Cockatoo Cockatiel Cage (B)",Xnuoyo,FBA,Pet Supplies,Feeders,17.99,0,-100.0,0.0,,,CP Professional Store,1,,76.13974504523787,264.8338958095231,12/01/2022,5,7.0
B089Q5JP19,False Nail Tips 500pcs Fake Nail Tips Artificial Full Cover Manicure False Nail Tips Nail Art Accessory for Nail Art Salons and Home Artificial False Nails Half Tips(Clear),TMISHION,FBM,Beauty & Personal Care,Nail Tips,10.65,0,0.0,0.0,1.0,5.0,Yotown,1,,,,-,33,8.0
B08NXGCD6Y,"Mibao Indoor Doormat, 24""x 36"" Rubber Backing Non Slip Low-Profile Washable Quickly Absorb Moisture and Resist Dirt Rugs Shoe Scraper Dirt Trapper for Entrance,Blue",Mibao,FBA,"Patio, Lawn & Garden",Doormats,19.99,0,0.0,0.0,13.0,4.4,Bellestore,1,,65.67708333333334,164.19270833333334,07/01/2021,24,7.0
1549218891,MMMMMMMM… Bacon 2022 Wall Calendar,Willow Creek Press Calendars,Amazon,Books,Meats,29.54,0,0.0,0.0,52.0,4.9,Amazon,1,,,,12/01/2021,22,4.0
B08NW3QTGL,"LEARN THAI WITH WORD SEARCH PUZZLES FOR SENIORS - Discover How to Improve Foreign Language Skills with a Fun Vocabulary Builder. Find 2000 Words to ... - Teaching Material, Study Activity Workbook",,Amazon,Books,Test Preparation,14.95,0,0.0,0.0,,,Amazon,2,,,,-,24,2.0
B09JRB8HGL,"Makeup Revolution, Shimmer Bomb Lip Trio Gift Set, 3x2.2 ml",Revolution Beauty London,FBM,Beauty & Personal Care,Lip Glosses,10.0,0,0.0,0.0,143.0,4.4,We trade 4U Sell,1,,,,10/01/2022,17,5.0
B09G366XVN,"AUTOOMMO SUV Cargo Liner for Dogs, Non-Slip 100% Waterproof Pet Cargo Cover with Bumper Flap Pocket, 81x 51”Dog Cargo Liner Cover, Dog Seat Cover for SUV Sedans Van Truck (Black)",AUTOOMMO,FBA,Pet Supplies,Seat Covers,25.99,0,-115.0,0.0,57.0,4.5,Autoommo,1,,140.15625,487.5,01/01/2022,16,7.0
B08CMF5KSP,"It Only Took 13 Years to be this Awesome: Unicorn Birthday Gift for 13 Year Old Girl, 13th Journal and Sketchbook, Cute Unicorn gifts for girls age 13",,Amazon,Books,Girls & Women,6.99,0,0.0,0.0,,,Amazon,2,,,,-,33,2.0
B0BKQX6HT3,"SILVERLINE Goliath 600D, 300gm Turnout | Windproof, Waterproof & Breathable Turnout for Horse | Double Front Closures with Quick Snap Velcro Assists & Buckle | Beige Check, 78""",SILVERLINE,FBM,Pet Supplies,Blankets,129.0,0,,0.0,1.0,5.0,Finn and Fletcher Co,1,,,,01/01/2023,639,2.0
B08HVZCT21,Portable Sanitizing System Powered by ExtremeMist | Non-Electrostatic Sprayer Antifogger | Sanitize Sprayer On The Go Backpack Pack 22in. Wand Attachment & Remote Misting System (Small/Blue),EXTREMEMIST,FBA,"Patio, Lawn & Garden",Sprayers,304.0,0,0.0,0.0,1.0,5.0,ExtremeMist,1,,142.8864458333333,496.99633333333327,01/01/2022,30,9.0
0140097988,The Survival of Jan Little,,FBM,Books,Brazil,25.61,0,0.0,0.0,43.0,4.7,BookExcellence,1,83.0,,,10/01/2022,144,1.0
B0BSVG4R9K,"【Ships from SG】 Disposable Dog Pet Training Pee Pads, Ultra Absorbent Wee-Wee Underpads, Incontinence Puppy Bed Pads, Unscented Portable for Outdoor (Large - 60x60cm, 40pcs)",Generic,FBM,Pet Supplies,Disposable Training Pads,19.99,0,,0.0,,,DI4Y US,1,,,,01/01/2023,639,6.0
B0BSTLPKN6,"Joyhound Super Comfy Squeaky Plush Dog Toy, Soft Plush Cuddle Dog Chew Toys, Squeaking Chewer Dog Toy for Puppy, Small, and Medium Dogs",Generic,FBM,Pet Supplies,Squeak Toys,14.99,0,,0.0,,,Retail Treasure World,1,,,,-,639,2.0
B0BQTWGN7F,Neiwech Dog Sweaters for Small Dogs Knitted Pet Dog Sweater Soft Warm Dog Sweatshirt Clothing Dog Winter Clothes Puppy Sweater Pink L,Neiwech,FBM,Pet Supplies,Sweaters,16.49,0,0.0,0.0,,,Neiwech,1,,,,-,639,6.0
B0B3DKVTHK,"TABODD Beauty Salon Trolley Cart with Wheels, Multil-Function Mobile Spa Service Instrument Hairdressing Storage Tray Rolling Cart Stand Iron Frame Max Load 66lbs, 38x35x69cm",TABODD,FBM,Beauty & Personal Care,Tools & Accessories,51.0,0,0.0,0.0,,,latop1688,1,,,,08/01/2022,8,7.0
B0B9HGPWSB,"Bilukmi Solar Firefly LED Floor Lamp Waterproof Swing Light, Outdoor Light Villa Garden Light Halloween Christmas Decoration Light",Bilukmi,FBM,"Patio, Lawn & Garden",Seasonal Lighting,234.95,0,0.0,0.0,,,Bilukmi,1,,,,-,7,7.0
B007CFTNBS,"Campania International B-126-VE Williamsburg Summer House Birdbath, Verde Finish",Campania International,FBM,"Patio, Lawn & Garden",Birdbaths,194.99,0,-150.0,0.0,22.0,4.8,Triplenet Pricing INC,1,45.0,,,03/01/2022,67,2.0
B0BQYY535Z,Pooper Scooper Long Handle Poop Scoop Portable and Heavy Duty Durable Pet Poop Scoop Dog Pick up Stool Tool Purple Pet Supplies Superior Quality and Creative,Generic,FBM,Pet Supplies,Pooper Scoopers,6.47,0,0.0,0.0,,,YSKJ-W,1,,,,-,639,6.0
B07FSWJ5SL,to Have & to Gold Gel Couture Nail Polish,essie,FBM,Beauty & Personal Care,Nail Art & Polish,15.73,0,-133.0,0.0,3.0,4.3,La Vie,4,1600.0,,,10/01/2022,40,2.0
0998454559,"Healing Everyday Traumas: Free Yourself from the Scars of Bullying, Criticism and Rejection",Psychology Innovations Press,Amazon,Books,Inner Child,37.65,0,0.0,0.0,21.0,4.4,Amazon,1,-17.0,,,11/01/2022,70,2.0
B097JTJXHH,Jutagoss 5PCS 2x6 Lithium Cell Spacer 18650 Battery Holder for DIY Fixed Battery 18.5mm/0.73 inch Hole Dia,Jutagoss,FBM,"Patio, Lawn & Garden",Battery Chargers,6.29,0,0.0,0.0,,,Jutagoss US,1,,,,01/01/2022,19,7.0
B09G5RMTQJ,Square Double Sided Nail File 20 Pcs Emery Board Nail File for Nail Buffering Files,acDesign,FBA,Beauty & Personal Care,Nail Files & Buffers,5.99,0,-115.0,0.0,3.0,2.4,acDesign,1,,22.18107102430556,77.1515513888889,03/01/2022,19,9.0
